cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr
w94_g,Vk6LRYAY,2.52,2.3,4.82,0.1804,0.1497,0.0602,2.26,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 120), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w114_c,78ZP2gj1,2.91,1.9,4.81,0.2592,0.1101,0.0355,2.46,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w32_i,ZY0mP96Y,2.92,1.89,4.81,0.333,0.1392,0.0312,2.74,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w42_e,6XrGNe8L,2.43,2.38,4.81,0.1238,0.12,0.0391,1.7,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
w107_f,vRk7mlzb,3.13,1.66,4.79,0.4583,0.1282,0.0387,3.74,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry)"
w87_g,1Yx2xnZJ,2.6,2.19,4.79,0.1433,0.1016,0.0312,1.64,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.45*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.45*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
z8_d4_xo_mix,wpYjPko6,2.44,2.35,4.79,0.1256,0.1166,0.032,2.09,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + 0.25*group_rank(ts_av_diff(cash/assets,30),subindustry) + 0.25*group_rank(fnd6_xopr/assets,subindustry)"
w114_j,0mRZLbvr,2.81,1.97,4.78,0.2435,0.1202,0.0314,2.26,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w106_b,blR10el6,2.89,1.88,4.77,0.2777,0.1179,0.0317,2.28,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
h11_xc_decay12,npK2W2Jq,2.48,2.28,4.76,0.1271,0.107,0.0315,1.04,C,,EXCELLENT,TOP3000,SUBINDUSTRY,12,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + rank(-ts_delta(close, 2))"
w106_h,0mR2VNQ8,2.85,1.91,4.76,0.2621,0.1172,0.0312,1.77,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 150))"
w114_e,zqY7L5No,2.8,1.96,4.76,0.257,0.1265,0.031,2.3,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1""))"
w115_l,Grdj5G8o,3.21,1.55,4.76,0.5389,0.1249,0.034,4.02,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w119_l,npKj9Orw,2.68,2.07,4.75,0.2058,0.1227,0.0351,2.4,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_newq_xoptepsqp/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w32_c,pwPvYJAX,2.66,2.09,4.75,0.1919,0.1184,0.0298,1.83,C,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_mibtq/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w97_e,KPOMlEbE,3.02,1.73,4.75,0.4065,0.1329,0.0318,3.07,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_corr(close, volume, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w119_d,ZY08P0nQ,2.68,2.06,4.74,0.2019,0.1192,0.0321,2.12,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1""))"
w38_g,3q9GkrAO,2.49,2.25,4.74,0.0766,0.1021,0.0411,2.16,C,,EXCELLENT,TOP3000,MARKET,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w41_c,O0r6VZzJ,2.38,2.34,4.72,0.122,0.1211,0.0339,1.99,C,,EXCELLENT,TOP2000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w58_d,vRkZOLP3,2.91,1.81,4.72,0.4122,0.1601,0.0524,3.78,C,,AVERAGE,TOP3000,SUBINDUSTRY,3,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w5_s8_ind,zqYk25AG,2.47,2.25,4.72,0.115,0.1034,0.0499,2.55,C,,EXCELLENT,TOP3000,INDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w68_f,MP1egvq6,2.7,2.02,4.72,0.3135,0.1753,0.0419,1.83,C,,EXCELLENT,TOP3000,INDUSTRY,2,0.08,1,N,"group_rank(fnd6_xrent/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_rank(close, 10), industry)"
w116_k,9qV558ae,2.72,1.99,4.71,0.2073,0.1111,0.0277,1.92,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
z1_cfevcashxo,vRkj6JqA,2.42,2.29,4.71,0.0987,0.1118,0.0369,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,0,N,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry) + group_rank(fnd6_xopr/assets,subindustry)"
w119_j,O0rLOajJ,2.77,1.93,4.7,0.2388,0.1164,0.0268,2.06,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 250)), range=""0.1, 1, 0.1""))"
w85_d,mLgl5Rkx,2.51,2.19,4.7,0.124,0.0949,0.0294,1.57,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.4*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.4*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.4*group_rank(-ts_delta(close, 10), subindustry) + 0.4*rank(volume/ts_mean(volume, 120))"
w114_i,ZY0V1zqY,2.72,1.96,4.68,0.2596,0.1348,0.042,2.29,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, industry) + group_rank(fnd6_lifr/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 2), industry) + group_rank(volume/ts_mean(volume, 60), industry)"
w34_l,E5vVAoJK,2.61,2.07,4.68,0.2106,0.1329,0.044,2.61,C,,EXCELLENT,TOP3000,MARKET,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w114_k,kqVpMxKl,2.78,1.89,4.67,0.2679,0.1232,0.0421,2.31,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_zscore(fnd6_tfvce/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_zscore(fnd6_cicurr/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w38_e,xAYl2K6b,2.48,2.19,4.67,0.0925,0.0972,0.0367,1.77,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w51_g,blRJQeGm,2.46,2.21,4.67,0.1478,0.1195,0.0395,3.06,C,,GOOD,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 105), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w108_f,9qV5wdOx,2.9,1.76,4.66,0.3249,0.12,0.0287,2.52,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 5), subindustry)"
w116_m,j23kkkKj,2.64,2.02,4.66,0.1952,0.1148,0.0266,2.1,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w119_k,Grd2PVd0,2.71,1.95,4.66,0.2224,0.115,0.0354,2.16,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_pncepsq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
u8_dec20,YP5789eR,2.46,2.19,4.65,0.1143,0.099,0.0423,2.3,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w4_s8_t005,akL7QMQ1,2.46,2.19,4.65,0.1143,0.099,0.0423,2.3,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.05,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w56_d,npKmP0Pd,2.62,2.03,4.65,0.2393,0.1437,0.0309,1.66,C,,GOOD,TOP2000,SUBINDUSTRY,6,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_b,KPOZV9Gz,2.62,2.03,4.65,0.1975,0.1183,0.0357,1.45,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w121_c,58QXZ7eX,2.74,1.9,4.64,0.2182,0.1048,0.0244,2.46,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(sales/assets), range=""0.1, 1, 0.1""))"
w39_a,vRkYpk1a,2.35,2.29,4.64,0.1054,0.1186,0.0317,1.17,C,,EXCELLENT,TOP2000,SUBINDUSTRY,30,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w63_c,3q9kLnGN,2.73,1.91,4.64,0.3217,0.1582,0.0331,2.24,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_rank(close, 10), subindustry)"
w116_b,KPOAM5xk,2.64,1.99,4.63,0.1956,0.1112,0.0327,2.02,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w116_h,MP1vv5Ea,2.59,2.04,4.63,0.1907,0.1188,0.0327,1.85,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w27_lnoq_xrent,j238M38O,2.53,2.1,4.63,0.2161,0.1491,0.0348,2.28,C,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_newqv1300_lnoq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
w39_i,om6PG5Pv,2.49,2.14,4.63,0.1059,0.092,0.0423,2.04,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w96_d,WjP2jMrd,3.1,1.53,4.63,0.6701,0.1634,0.0431,2.27,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-(close/vwap), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w114_n,O0rdjnrv,2.72,1.9,4.62,0.2514,0.1233,0.0431,2.0,C,,AVERAGE,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
g02_xrent_cash,npK2nONd,2.52,2.09,4.61,0.1619,0.111,0.0315,1.36,C,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + rank(-ts_delta(close, 2))"
