cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
y5_d0_d4,YP57z3wl,4.03,2.21,1.82,0.1329,2.21,0.0294,4,0.8505,ZY07MXgd,2.992,rK59235m,-0.782,NO,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry)"
w54_f,JjxoxraA,5.94,2.94,3.0,0.1437,2.46,0.0352,14,0.8507,mLgd6nwX,3.487,mLgd6nwX,-0.547,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
w118_b,KPOoKzqk,4.84,2.83,2.01,0.2129,2.4,0.0224,4,0.8511,akLp3pzW,3.058,akLp3pzW,-0.228,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 60)), range=""0.1, 1, 0.1""))"
w91_d,qMWpGw3Z,4.54,2.42,2.12,0.1404,1.36,0.0358,4,0.8526,e79PvPpE,3.795,0mR2K6lr,-1.375,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.45*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.45*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
w31_cimiiq,YP5xPLNv,4.01,2.35,1.66,0.2467,3.08,0.0586,8,0.8526,rK59235m,3.443,e79PvPpE,-1.093,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w48_b,YP58017J,5.27,2.61,2.66,0.092,1.88,0.0284,40,0.8528,RRV5l5Go,3.102,O0rZ90n1,-0.492,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w110_h,blR0Q6oZ,4.22,2.5,1.72,0.2094,1.57,0.0271,4,0.8529,npKGgKLw,3.443,e79PvPpE,-0.943,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w51_b,vRkZN1gG,6.0,2.94,3.06,0.1393,2.52,0.0311,14,0.8531,rK59235m,3.487,mLgd6nwX,-0.547,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w52_b,ZY0g7q2d,5.84,2.84,3.0,0.1358,2.3,0.0311,14,0.854,rK59235m,3.487,mLgd6nwX,-0.647,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
w36_f,MP105pX6,5.54,2.82,2.72,0.1534,2.04,0.0321,12,0.854,RRV5l5Go,3.487,mLgd6nwX,-0.667,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w65_d,zqY2QQa8,4.36,2.75,1.61,0.3712,2.33,0.0389,2,0.8544,N1QJPJE8,3.795,0mR2K6lr,-1.045,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
w51_c,vRkZNpEb,5.91,2.95,2.96,0.1517,2.56,0.0314,12,0.855,rK59235m,3.487,mLgd6nwX,-0.537,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w74_c,blRARE9K,4.33,2.82,1.51,0.4513,3.24,0.0423,2,0.8551,j23Pl0e5,3.795,0mR2K6lr,-0.975,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w68_a,9qVdGqg1,4.36,2.48,1.88,0.2653,2.41,0.0385,3,0.8552,N1QJPJE8,2.717,N1QJPJE8,-0.237,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_rank(close, 10), industry)"
w52_a,d5OYjqdY,5.98,2.91,3.07,0.1376,2.42,0.0316,14,0.8557,rK59235m,3.487,mLgd6nwX,-0.577,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
p4_np_mkt,Vk67nkXY,4.4,2.34,2.06,0.1356,2.67,0.0547,8,0.856,9qVrJkYe,3.102,O0rZ90n1,-0.762,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w58_e,883VvlzX,4.25,2.66,1.59,0.3958,3.6,0.0635,3,0.8563,le8EAJLO,3.795,0mR2K6lr,-1.135,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w111_f,le8wjM3n,4.5,2.67,1.83,0.2376,1.73,0.0332,4,0.8566,npKGgKLw,3.575,j23Pl0e5,-0.905,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_median/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.05, 1, 0.05""))"
w67_e,XgWvJ9Na,4.36,2.48,1.88,0.2699,2.47,0.0381,3,0.8569,N1QJPJE8,2.717,N1QJPJE8,-0.237,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_rank(close, 10), industry)"
w48_a,N1QLrPN7,5.85,2.83,3.02,0.1185,2.12,0.0324,20,0.857,RRV5l5Go,3.487,mLgd6nwX,-0.657,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w119_f,blRmGJ9r,4.88,2.86,2.02,0.2487,2.69,0.0288,4,0.8572,akLmmvPW,2.992,rK59235m,-0.132,NO,"group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(assets_curr/assets), range=""0.1, 1, 0.1""))"
w52_c,O0rR7mmR,5.91,2.93,2.98,0.1497,2.46,0.0318,12,0.8573,rK59235m,3.487,mLgd6nwX,-0.557,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
w32_m,6XrA7rEG,5.25,2.82,2.43,0.1957,2.42,0.0328,8,0.8574,O0rZ90n1,3.487,mLgd6nwX,-0.667,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w36_d,zqYrJaxX,4.96,2.48,2.48,0.0919,1.42,0.0324,40,0.8575,RRV5l5Go,3.102,O0rZ90n1,-0.622,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w112_g,xAY7YbKp,4.26,2.51,1.75,0.2439,2.11,0.035,4,0.8576,akLp3pzW,3.575,j23Pl0e5,-1.065,NO,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w74_e,883X3K2X,4.55,2.95,1.6,0.4487,3.79,0.0409,2,0.8585,j23Pl0e5,3.795,0mR2K6lr,-0.845,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w114_d,xAY7E9EJ,4.9,2.91,1.99,0.2428,2.7,0.0319,4,0.8586,akLp3pzW,3.795,0mR2K6lr,-0.885,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w49_e,78Z3n6lO,5.48,2.69,2.79,0.101,1.97,0.0309,30,0.8603,RRV5l5Go,3.487,mLgd6nwX,-0.797,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w115_f,d5OJrkmY,4.09,2.39,1.7,0.217,2.14,0.0352,4,0.8606,akLp3pzW,3.795,0mR2K6lr,-1.405,NO,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_txdbq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w59_h,6XrZdlOK,5.01,3.12,1.89,0.4525,3.44,0.0461,2,0.8615,mLgd6nwX,3.575,j23Pl0e5,-0.455,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w66_f,LL9mR9LM,4.58,2.84,1.74,0.3183,2.94,0.0317,3,0.8617,j23Pl0e5,3.795,0mR2K6lr,-0.955,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w121_d,3q9NMgk6,5.3,3.02,2.28,0.2034,2.26,0.0277,4,0.8618,akLp3pzW,3.058,akLp3pzW,-0.038,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_fs_detail_rec_v4_nd_estimate)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_fs_detail_rec_v4_nd_estimate), 120), 0), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
n02_xopr_vwap,QP37JW0G,4.33,2.5,1.83,0.1965,2.57,0.047,8,0.8623,0mRwgR6k,3.102,O0rZ90n1,-0.602,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w74_b,mLgQjWEX,4.33,2.55,1.78,0.2837,1.47,0.043,3,0.8623,E5vx6NJP,3.795,0mR2K6lr,-1.245,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
w109_g,GrdjepNP,4.4,2.56,1.84,0.2071,1.41,0.0259,4,0.8626,npKGgKLw,3.795,0mR2K6lr,-1.235,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w32_b,LL95Va2M,5.36,2.87,2.49,0.1951,2.4,0.0317,8,0.8627,O0rZ90n1,3.487,mLgd6nwX,-0.617,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w35_l,LL95Va2M,5.36,2.87,2.49,0.1951,2.4,0.0317,8,0.8627,O0rZ90n1,3.487,mLgd6nwX,-0.617,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w35_m,om6oz6dl,5.36,2.87,2.49,0.1951,2.4,0.0317,8,0.8628,O0rZ90n1,3.487,mLgd6nwX,-0.617,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w76_f,mLgQYaVK,4.26,2.38,1.88,0.2149,1.52,0.0485,4,0.8628,e79PvPpE,3.795,0mR2K6lr,-1.415,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 60), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), industry) + group_rank(-ts_delta(close, 8), industry) + rank(volume/ts_mean(volume, 120))"
m09_xopr_vol,883lo1m7,4.34,2.5,1.84,0.196,2.56,0.0474,8,0.863,0mRwgR6k,3.102,O0rZ90n1,-0.602,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
w114_e,zqY7L5No,4.76,2.8,1.96,0.257,2.3,0.031,4,0.8631,akLp3pzW,3.795,0mR2K6lr,-0.995,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1""))"
w77_i,LL93K5JL,4.22,2.45,1.77,0.2213,1.81,0.0356,4,0.8633,E5vx6NJP,3.795,0mR2K6lr,-1.345,NO,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w32_e,A10Qjn3Q,4.19,2.44,1.75,0.2339,1.68,0.0386,8,0.8637,O0rZ90n1,3.102,O0rZ90n1,-0.662,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_lnoq/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w53_a,MP1d7Nvk,6.05,3.02,3.03,0.1552,2.57,0.0339,12,0.8638,mLgd6nwX,3.487,mLgd6nwX,-0.467,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w119_i,j23pv2ej,4.54,2.61,1.93,0.2055,2.47,0.0338,4,0.8639,kqVp6wnO,3.795,0mR2K6lr,-1.185,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1""))"
w58_b,xAYV1mnp,4.23,2.74,1.49,0.4976,3.83,0.0636,2,0.8647,le8EAJLO,3.575,j23Pl0e5,-0.835,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w58_g,vRkZO1qw,4.23,2.74,1.49,0.4975,3.82,0.0637,2,0.8648,le8EAJLO,3.575,j23Pl0e5,-0.835,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w118_k,pwP2wkkV,4.58,2.68,1.9,0.2307,2.19,0.0308,4,0.8649,akLmmvPW,3.795,0mR2K6lr,-1.115,NO,"group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w80_b,kqVYEqKg,4.01,2.33,1.68,0.2205,1.26,0.0425,4,0.865,e79PvPpE,3.795,0mR2K6lr,-1.465,NO,"group_rank((anl4_fs_detail_estimate_1qf_v4_nd_sga_high - anl4_fs_detail_estimate_1qf_v4_nd_sga_low) / abs(anl4_fs_detail_estimate_1qf_v4_nd_sga_mean), subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w106_b,blR10el6,4.77,2.89,1.88,0.2777,2.28,0.0317,4,0.8651,j23Pl0e5,3.795,0mR2K6lr,-0.905,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
